"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","ran protassign","prepared","prepared with version","Potential Energy-OPLS3e","RMS Derivative-OPLS3e","Max Derivative-OPLS3e","Stretch Energy-OPLS3e","Bend Energy-OPLS3e","LJ-14 Energy-OPLS3e","El-14 Energy-OPLS3e","Van der Waals Energy-OPLS3e","Electrostatic Energy-OPLS3e","Dihedral Energy-OPLS3e","target temperature","ran impref","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","Line_Number","IC50","chiral flag","version","ct enhanced stereo status","mmshare version","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","flags","Force Field","Energy","Chiralities Consistent","Variant","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","XP GScore","glide gscore","glide evdw","glide ecoul","glide energy","glide einternal","glide emodel","XP HBond","glide confnum","glide posenum","glide eff state penalty","XP PoseRank","Chemistry Notes","EZ 1","glide lipo","glide hbond","glide metal","glide rewards","glide erotb","glide esite"
,"511 - minimized","143085","511.1","2025-11-14 20:52:44","2025-11-14 20:52:44","3.0","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",1,"54",true,true,"2020-3",-22318.131,0.075,2.406,14.431,837.993,973.272,-721.079,-2160.890,-21302.912,41.055,298.000,true,88139,0.723,1.423,27.444,30.000,30.000,30.000,10.000,10.000,10.000,"glide",true,,,,,,,"","",,,,,,,,,,"",,,"","",,,,,,,,,,,,,,,,,,,"","",,,,,,
,"44543377.0","143086","331_44543377.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",2,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,331,17850,false,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0gyXWMxW2NIXVtjSF1jKFtPSF0pYyhbT0hdKVtjSF0x","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1007,0.0000,0.1007,0.0892,0.089,-1,1,0,"OPLS3e",0.477,true,"44543377.0-1","glide-grid_511",304,6,-7.952,-0.568,-1.369,-2.185,,-8.041,-13.321,-20.950,-34.271,10.599,-70.831,,30,326,0.089,,"","",-0.397,0.000,-2.875,-1.929,1.067,-0.100
,"44543377.0","143087","331_44543377.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",3,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,331,17850,false,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0gyXWMxW2NIXVtjSF1jKFtPSF0pYyhbT0hdKVtjSF0x","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1007,0.0000,0.1007,0.0892,0.089,-1,1,0,"OPLS3e",0.477,true,"44543377.0-1","glide-grid_511",304,6,-7.921,-0.566,-1.364,-2.177,,-8.010,-10.170,-21.136,-31.306,10.449,-67.776,,30,77,0.089,,"","",-0.495,0.000,-2.875,-1.929,1.067,-0.100
,"44543377.0","143088","331_44543377.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",4,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,331,17850,false,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0gyXWMxW2NIXVtjSF1jKFtPSF0pYyhbT0hdKVtjSF0x","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1007,0.0000,0.1007,0.0892,0.089,-1,1,0,"OPLS3e",0.477,true,"44543377.0-1","glide-grid_511",304,6,-7.821,-0.559,-1.346,-2.149,,-7.911,-17.918,-18.101,-36.019,5.616,-74.389,,33,20,0.089,,"","",-0.463,0.000,-2.875,-1.929,1.067,-0.100
,"44543377.0","143089","331_44543377.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",5,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,331,17850,false,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0gyXWMxW2NIXVtjSF1jKFtPSF0pYyhbT0hdKVtjSF0x","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1007,0.0000,0.1007,0.0892,0.089,-1,1,0,"OPLS3e",0.477,true,"44543377.0-1","glide-grid_511",304,6,-7.782,-0.556,-1.340,-2.139,,-7.871,-17.097,-18.116,-35.213,6.662,-72.856,,33,345,0.089,,"","",-0.463,0.000,-2.875,-1.929,1.067,-0.100
,"168476030.0","143090","329_168476030.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",6,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,329,1555,true,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0BIXShDKD1PKVtPSF0pYzFbY0hdW2NIXWMoW09IXSljKFtPSF0pW2NIXTE=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0688,0.0008,0.0681,0.0583,0.059,-2,2,0,"OPLS3e",13.491,true,"168476030.0-1","glide-grid_511",302,7,-7.737,-0.455,-1.170,-2.018,,-7.795,-1.682,-22.773,-24.455,9.681,-64.404,,13,152,0.058,,"","",-0.271,-0.098,-2.875,-1.635,0.785,-0.200
,"172446415.0","143091","334_172446415.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",7,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,334,7705,true,0,2,51139,"Tz1DKFtPSF0pW0NIMl1bQ0gyXVtQQEBdKD1PKShbT0hdKVtDSDJdW0NAQEhdKEMoPU8pW09IXSljMVtjSF1bY0hdYyhbT0hdKWMoW09IXSlbY0hdMQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0072,0.0062,0.0010,0.0000,0.006,-3,3,0,"OPLS3e",31.475,true,"172446415.0-1","glide-grid_511",307,9,-7.490,-0.357,-0.984,-1.852,,-7.490,-12.148,-19.815,-31.963,16.789,-82.540,,121,85,0.000,,"","",-0.171,-0.388,-2.875,-1.260,0.936,-0.153
,"172446415.0","143092","334_172446415.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",8,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,334,7705,true,0,2,51139,"Tz1DKFtPSF0pW0NIMl1bQ0gyXVtQQEBdKD1PKShbT0hdKVtDSDJdW0NAQEhdKEMoPU8pW09IXSljMVtjSF1bY0hdYyhbT0hdKWMoW09IXSlbY0hdMQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0072,0.0062,0.0010,0.0000,0.006,-3,3,0,"OPLS3e",31.475,true,"172446415.0-1","glide-grid_511",307,9,-7.474,-0.356,-0.982,-1.848,,-7.474,-12.497,-16.929,-29.426,14.392,-81.072,,173,386,0.000,,"","",-0.711,-0.200,-2.875,-1.260,0.936,-0.200
,"172446415.0","143093","334_172446415.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",9,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,334,7705,true,0,2,51139,"Tz1DKFtPSF0pW0NIMl1bQ0gyXVtQQEBdKD1PKShbT0hdKVtDSDJdW0NAQEhdKEMoPU8pW09IXSljMVtjSF1bY0hdYyhbT0hdKWMoW09IXSlbY0hdMQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0072,0.0062,0.0010,0.0000,0.006,-3,3,0,"OPLS3e",31.475,true,"172446415.0-1","glide-grid_511",307,9,-7.463,-0.355,-0.980,-1.845,,-7.463,-12.047,-19.787,-31.834,14.892,-83.139,,121,301,0.000,,"","",-0.170,-0.371,-2.875,-1.260,0.936,-0.153
,"44543377.0","143094","331_44543377.0.1","2025-11-14 20:52:44","2025-11-14 20:52:44","","/home/db/Documentos/David_Hito2/Glide/docking_results_6x/SP/6QSU","511_SP.maegz",10,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,331,17850,false,0,2,51139,"Tz1QKFtPSF0pKFtPSF0pW0NIMl1bQ0gyXWMxW2NIXVtjSF1jKFtPSF0pYyhbT0hdKVtjSF0x","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1007,0.0000,0.1007,0.0892,0.089,-1,1,0,"OPLS3e",0.477,true,"44543377.0-1","glide-grid_511",304,6,-7.436,-0.531,-1.280,-2.044,,-7.526,-18.903,-15.435,-34.338,7.279,-69.873,,8,375,0.089,,"","",-0.429,0.000,-2.875,-1.929,1.067,-0.100
